exp	split	score	sharpe	return_pct	max_dd_pct	trades	win_rate	profit_factor	symbols	date	notes
tp-0.005	2024-07-01_2025-03-31	773.31	25.43	1155.5	5.7867	6232	68.8	4.64	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.005
tp-0.006	2024-07-01_2025-03-31	767.95	25.08	1130.0	5.7867	6185	68.5	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.006
tp-0.007	2024-07-01_2025-03-31	771.58	25.03	1144.7	5.8404	6146	68.6	4.54	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.007
tp-0.008	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.008
tp-0.01	2024-07-01_2025-03-31	757.27	24.74	1087.3	5.8274	6093	68.3	4.42	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.01
tp-0.012	2024-07-01_2025-03-31	764.38	24.94	1115.0	5.8274	6085	68.5	4.48	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.012
tp-0.015	2024-07-01_2025-03-31	762.53	24.48	1124.5	6.0186	6078	68.5	4.49	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.015
tp-0.02	2024-07-01_2025-03-31	760.77	24.41	1117.4	6.0186	6068	68.5	4.47	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	take profit=0.02
atr-3.0	2024-07-01_2025-03-31	324.99	13.66	216.2	7.3770	6235	64.3	1.78	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=3.0
atr-4.0	2024-07-01_2025-03-31	531.63	19.46	485.8	5.8555	6168	67.0	2.55	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=4.0
atr-5.0	2024-07-01_2025-03-31	666.86	23.03	814.8	6.0799	6137	67.9	3.38	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=5.0
atr-6.0	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=6.0
atr-7.0	2024-07-01_2025-03-31	806.87	25.99	1289.7	5.8157	6120	69.0	5.02	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=7.0
atr-8.0	2024-07-01_2025-03-31	830.08	26.52	1388.9	5.8157	6116	69.1	5.37	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=8.0
atr-10.0	2024-07-01_2025-03-31	851.80	26.58	1497.3	5.8157	6118	69.1	5.77	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=10.0
atr-12.0	2024-07-01_2025-03-31	851.80	26.58	1497.3	5.8157	6118	69.1	5.77	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	ATR stop mult=12.0
votes-2	2024-07-01_2025-03-31	815.30	25.34	1351.4	6.2394	6286	69.6	4.75	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	MIN_VOTES=2
votes-3	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	MIN_VOTES=3
votes-4	2024-07-01_2025-03-31	698.29	23.93	869.9	5.5731	5543	68.4	4.89	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	MIN_VOTES=4
votes-5	2024-07-01_2025-03-31	499.04	20.72	395.6	3.9387	4543	65.3	4.05	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	MIN_VOTES=5
rsi-period-3	2024-07-01_2025-03-31	620.50	20.93	664.3	5.2917	5944	69.2	3.34	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI period=3
rsi-period-5	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI period=5
rsi-period-7	2024-07-01_2025-03-31	799.95	26.12	1266.1	6.0632	6035	68.8	5.86	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI period=7
rsi-period-10	2024-07-01_2025-03-31	827.64	26.57	1380.8	6.0659	5772	68.7	5.73	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI period=10
rsi-period-14	2024-07-01_2025-03-31	697.31	23.53	917.0	6.0750	5255	65.8	5.60	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI period=14
rsi-thresh-50-50	2024-07-01_2025-03-31	772.37	25.10	1149.9	5.8157	6128	68.7	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI bull=50 bear=50
rsi-thresh-51-49	2024-07-01_2025-03-31	774.82	25.13	1156.2	5.8157	6124	68.7	4.59	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI bull=51 bear=49
rsi-thresh-52-48	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI bull=52 bear=48
rsi-thresh-53-47	2024-07-01_2025-03-31	774.20	25.08	1149.9	5.8157	6121	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI bull=53 bear=47
rsi-thresh-55-45	2024-07-01_2025-03-31	772.13	25.03	1141.5	5.8157	6111	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI bull=55 bear=45
rsi-exhaust-65-35	2024-07-01_2025-03-31	729.83	24.86	1007.9	5.7220	6652	66.4	3.98	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI overbought=65 oversold=35
rsi-exhaust-68-32	2024-07-01_2025-03-31	745.02	24.88	1058.3	5.8387	6340	67.2	4.29	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI overbought=68 oversold=32
rsi-exhaust-70-30	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI overbought=70 oversold=30
rsi-exhaust-72-28	2024-07-01_2025-03-31	788.63	25.10	1259.7	6.2953	5865	70.0	4.91	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI overbought=72 oversold=28
rsi-exhaust-75-25	2024-07-01_2025-03-31	797.16	25.18	1292.8	6.2282	5372	71.9	5.31	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI overbought=75 oversold=25
rsi-exhaust-80-20	2024-07-01_2025-03-31	837.35	26.06	1498.3	6.2108	4704	75.4	6.61	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	RSI overbought=80 oversold=20
ema-2-8	2024-07-01_2025-03-31	777.09	24.99	1157.9	5.8157	6129	68.7	4.57	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	EMA fast=2 slow=8
ema-3-10	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	EMA fast=3 slow=10
ema-3-12	2024-07-01_2025-03-31	776.75	25.17	1156.5	5.8157	6105	68.7	4.60	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	EMA fast=3 slow=12
ema-5-15	2024-07-01_2025-03-31	775.98	25.26	1157.1	5.8157	6055	68.6	4.72	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	EMA fast=5 slow=15
ema-5-20	2024-07-01_2025-03-31	785.50	24.81	1200.5	5.8157	6066	68.8	4.78	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	EMA fast=5 slow=20
ema-8-21	2024-07-01_2025-03-31	786.03	24.95	1202.8	5.8157	6053	68.7	4.75	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	EMA fast=8 slow=21
cooldown-0	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	cooldown=0 bars
cooldown-1	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	cooldown=1 bars
cooldown-2	2024-07-01_2025-03-31	668.97	25.41	768.6	5.6286	4551	70.7	5.31	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	cooldown=2 bars
cooldown-3	2024-07-01_2025-03-31	549.23	24.30	492.5	4.6866	3700	70.3	5.66	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	cooldown=3 bars
cooldown-5	2024-07-01_2025-03-31	441.58	22.58	314.4	3.9331	2801	71.7	5.20	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	cooldown=5 bars
htf-mom-15	2024-07-01_2025-03-31	1126.40	33.82	2922.5	3.6080	6994	72.7	8.42	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF momentum window=15
htf-mom-20	2024-07-01_2025-03-31	991.06	31.99	2181.5	5.1758	6723	71.7	7.18	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF momentum window=20
htf-mom-25	2024-07-01_2025-03-31	880.05	29.37	1623.5	6.0467	6487	70.4	5.94	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF momentum window=25
htf-mom-33	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF momentum window=33
htf-mom-40	2024-07-01_2025-03-31	737.66	24.85	1039.2	5.8157	5952	68.1	4.29	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF momentum window=40
htf-mom-50	2024-07-01_2025-03-31	725.67	24.92	995.2	5.8157	6015	68.3	4.26	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF momentum window=50
htf-ema-7-30	2024-07-01_2025-03-31	892.45	29.01	1602.3	5.2838	6379	70.1	5.80	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF EMA fast=7 slow=30
htf-ema-10-40	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF EMA fast=10 slow=40
htf-ema-14-52	2024-07-01_2025-03-31	707.21	24.21	979.3	6.9330	6019	68.4	4.20	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF EMA fast=14 slow=52
htf-ema-20-60	2024-07-01_2025-03-31	691.77	23.91	888.7	6.2536	5993	68.1	4.05	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF EMA fast=20 slow=60
htf-votes-1	2024-07-01_2025-03-31	861.17	28.17	1344.5	3.5833	6418	70.3	4.63	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF min votes=1
htf-votes-2	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF min votes=2
htf-votes-3	2024-07-01_2025-03-31	470.07	17.83	396.9	6.2581	4781	65.6	2.97	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	HTF min votes=3
solo-SPY	2024-07-01_2025-03-31	79.32	11.23	28.8	1.2870	591	65.7	4.63	SPY	2026-04-10	Solo SPY only
solo-QQQ	2024-07-01_2025-03-31	79.67	10.72	29.2	2.0000	568	68.4	4.36	QQQ	2026-04-10	Solo QQQ only
solo-IWM	2024-07-01_2025-03-31	107.04	13.58	39.5	1.0502	595	73.9	6.43	IWM	2026-04-10	Solo IWM only
solo-XLE	2024-07-01_2025-03-31	73.13	11.90	26.0	1.7733	599	71.3	5.13	XLE	2026-04-10	Solo XLE only
solo-XLF	2024-07-01_2025-03-31	78.82	10.83	28.7	2.0083	610	71.3	4.38	XLF	2026-04-10	Solo XLF only
solo-GLD	2024-07-01_2025-03-31	53.71	8.46	18.8	1.7614	637	61.8	2.64	GLD	2026-04-10	Solo GLD only
solo-TLT	2024-07-01_2025-03-31	69.15	11.19	24.6	1.6233	672	64.7	3.97	TLT	2026-04-10	Solo TLT only
solo-EEM	2024-07-01_2025-03-31	66.61	10.92	23.5	1.0143	632	67.3	4.36	EEM	2026-04-10	Solo EEM only
solo-XBI	2024-07-01_2025-03-31	92.32	13.45	33.5	1.0944	598	73.7	6.62	XBI	2026-04-10	Solo XBI only
solo-SOXX	2024-07-01_2025-03-31	104.36	12.12	41.0	3.1237	620	69.5	4.71	SOXX	2026-04-10	Solo SOXX only
subset-equity-only	2024-07-01_2025-03-31	435.32	18.58	315.0	4.7942	2984	69.8	4.76	IWM/QQQ/SOXX/SPY/XLF	2026-04-10	Subset: equity-only (SPY/QQQ/IWM/XLF/SOXX)
subset-diversified-5	2024-07-01_2025-03-31	374.51	23.18	219.6	2.5228	3097	67.3	4.23	GLD/SPY/TLT/XBI/XLE	2026-04-10	Subset: diversified-5 (SPY/GLD/TLT/XLE/XBI)
subset-uncorrelated-4	2024-07-01_2025-03-31	281.43	20.59	140.0	2.3270	2499	65.7	3.84	GLD/SPY/TLT/XLE	2026-04-10	Subset: uncorrelated-4 (SPY/GLD/TLT/XLE)
subset-big-3	2024-07-01_2025-03-31	264.35	16.29	131.1	3.0871	1754	69.4	4.99	IWM/QQQ/SPY	2026-04-10	Subset: big-3 (SPY/QQQ/IWM)
subset-hedge-pair	2024-07-01_2025-03-31	151.30	15.97	60.4	1.8630	1263	65.1	4.25	SPY/TLT	2026-04-10	Subset: hedge-pair (SPY/TLT)
subset-no-gld-tlt	2024-07-01_2025-03-31	655.57	22.54	750.5	5.2397	4813	70.1	4.99	EEM/IWM/QQQ/SOXX/SPY/XBI/XLE/XLF	2026-04-10	Subset: no-gld-tlt (SPY/QQQ/IWM/XLE/XLF/EEM/XBI/SOXX)
subset-top-vol	2024-07-01_2025-03-31	386.12	21.68	229.3	2.1061	2412	72.1	5.45	IWM/SOXX/XBI/XLE	2026-04-10	Subset: top-vol (XBI/SOXX/XLE/IWM)
slip-0.0bps	2024-07-01_2025-03-31	798.47	25.81	1246.6	5.7960	6122	69.6	4.83	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	slippage=0.0 bps
slip-0.25bps	2024-07-01_2025-03-31	786.62	25.43	1196.6	5.8058	6122	69.2	4.70	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	slippage=0.25 bps
slip-0.5bps	2024-07-01_2025-03-31	773.87	25.05	1148.5	5.8157	6122	68.6	4.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	slippage=0.5 bps
slip-1.0bps	2024-07-01_2025-03-31	748.45	24.29	1057.5	5.8355	6122	67.3	4.34	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	slippage=1.0 bps
slip-2.0bps	2024-07-01_2025-03-31	695.62	22.78	894.9	5.9200	6122	64.2	3.90	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	slippage=2.0 bps
slip-3.0bps	2024-07-01_2025-03-31	642.74	21.27	755.1	6.0141	6122	61.0	3.51	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	slippage=3.0 bps
slip-5.0bps	2024-07-01_2025-03-31	539.94	18.25	531.5	6.2023	6122	54.9	2.85	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	slippage=5.0 bps
combined-val	2024-07-01_2025-03-31	1221.82	32.77	3677.3	2.6213	4801	80.7	23.80	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best params — val split
combined-oos	2025-04-01_2026-04-10	-999.00	29.86	12469.9	10.1155	6496	80.9	17.33	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best params — OOS Apr'25-Apr'26
combined-train	2023-06-01_2024-06-30	1481.28	33.35	7956.1	3.1951	6848	80.6	16.52	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best params — train Jun'23-Jun'24
combined-oos-2bps	2025-04-01_2026-04-10	-999.00	28.53	10093.3	10.1547	6496	76.5	14.58	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best — OOS with 2bps slippage
partial-val	2024-07-01_2025-03-31	1184.91	32.11	3332.3	2.7996	5225	78.9	14.53	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial combined (HTF+ATR+RSI exhaust) — val
partial-oos	2025-04-01_2026-04-10	1482.74	30.26	12508.0	7.2768	7323	76.7	14.17	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial combined (HTF+ATR+RSI exhaust) — OOS
combined-2.0x-val	2024-07-01_2025-03-31	834.62	32.77	1049.0	1.7531	4801	80.6	22.79	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best @ 2.0x leverage — val
combined-2.5x-val	2024-07-01_2025-03-31	1030.67	32.77	1988.4	2.1879	4801	80.7	23.30	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best @ 2.5x leverage — val
combined-3.0x-val	2024-07-01_2025-03-31	1221.82	32.77	3677.3	2.6213	4801	80.7	23.80	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best @ 3.0x leverage — val
combined-3.5x-val	2024-07-01_2025-03-31	1408.14	32.77	6698.6	3.0534	4801	80.7	24.27	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best @ 3.5x leverage — val
combined-4.0x-val	2024-07-01_2025-03-31	1589.70	32.77	12078.2	3.4843	4801	80.7	24.71	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Combined best @ 4.0x leverage — val
targeted-rsi10-val	2024-07-01_2025-03-31	1123.64	30.95	2795.8	2.6889	4124	79.0	22.26	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial + RSI period=10 — val
targeted-rsi10-oos	2025-04-01_2026-04-10	-999.00	26.95	9723.5	10.2035	5625	78.5	17.11	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial + RSI period=10 — OOS
targeted-votes2-val	2024-07-01_2025-03-31	1206.60	32.38	3590.9	2.7996	5321	78.6	14.26	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial + MIN_VOTES=2 — val
targeted-votes2-oos	2025-04-01_2026-04-10	1511.61	30.44	13586.0	7.2768	7478	76.8	15.01	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial + MIN_VOTES=2 — OOS
moderate-val	2024-07-01_2025-03-31	1145.52	31.50	2965.6	2.6872	4201	79.4	23.70	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Moderate combined — val
moderate-oos	2025-04-01_2026-04-10	-999.00	27.47	10590.5	10.1155	5724	78.5	19.70	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Moderate combined — OOS
moderate-train	2023-06-01_2024-06-30	1371.96	32.35	6061.2	3.3760	5993	78.6	16.32	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Moderate combined — train
partial-2.0x-oos	2025-04-01_2026-04-10	1052.71	30.27	2493.3	4.8531	7323	76.7	13.96	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial @ 2.0x — OOS
partial-2.5x-oos	2025-04-01_2026-04-10	1276.32	30.27	5639.5	6.0652	7323	76.7	14.08	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial @ 2.5x — OOS
partial-3.0x-oos	2025-04-01_2026-04-10	1482.74	30.26	12508.0	7.2768	7323	76.7	14.17	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial @ 3.0x — OOS
partial-3.5x-oos	2025-04-01_2026-04-10	1675.35	30.25	27393.9	8.4880	7323	76.7	14.23	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial @ 3.5x — OOS
partial-4.0x-oos	2025-04-01_2026-04-10	1852.83	30.24	59425.1	9.6988	7323	76.7	14.26	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial @ 4.0x — OOS
partial-oos-0.5bps	2025-04-01_2026-04-10	1482.74	30.26	12508.0	7.2768	7323	76.7	14.17	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial OOS @ 0.5bps slippage
partial-oos-1.0bps	2025-04-01_2026-04-10	1457.60	29.74	11529.2	7.2812	7323	75.3	13.32	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial OOS @ 1.0bps slippage
partial-oos-2.0bps	2025-04-01_2026-04-10	1405.71	28.69	9793.1	7.2900	7323	72.1	11.75	EEM/GLD/IWM/QQQ/SOXX/SPY/TLT/XBI/XLE/XLF	2026-04-10	Partial OOS @ 2.0bps slippage
